"by15","block","campbell_panel_temp_C","teros_MP_kPa","teros_soil_temp_1_C","teros_soil_temp_2_C","date","watermark_MP_kPa","teros_soil_temp_mean_C"
2019-12-06 02:15:00,"W",19,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 02:30:00,"D",19.26,-2394,20.65,NA,2019-12-06,-193.3,20.65
2019-12-06 02:30:00,"W",19.02,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 02:45:00,"D",19.28,-2420,20.56,NA,2019-12-06,-191.6,20.56
2019-12-06 02:45:00,"W",19.02,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 03:00:00,"D",19.26,-2435,20.47,NA,2019-12-06,-196.8,20.47
2019-12-06 03:00:00,"W",18.95,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 03:15:00,"D",19.15,-2443,20.38,NA,2019-12-06,-196.8,20.38
2019-12-06 03:15:00,"W",18.82,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 03:30:00,"D",19.05,-2459,20.28,NA,2019-12-06,-199,20.28
2019-12-06 03:30:00,"W",18.69,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 03:45:00,"D",19.13,-2474,20.2,NA,2019-12-06,-193.8,20.2
2019-12-06 03:45:00,"W",18.82,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 04:00:00,"D",19.36,-2485,20.1,NA,2019-12-06,-198.8,20.1
2019-12-06 04:00:00,"W",19.08,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 04:15:00,"D",19.68,-2500,20.1,NA,2019-12-06,-198.8,20.1
2019-12-06 04:15:00,"W",19.44,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 04:30:00,"D",20.05,-2506,20.09,NA,2019-12-06,-196.1,20.09
2019-12-06 04:30:00,"W",19.84,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 04:45:00,"D",20.4,-2517,20.1,NA,2019-12-06,-197.7,20.1
2019-12-06 04:45:00,"W",20.21,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 05:00:00,"D",20.69,-2524,20.1,NA,2019-12-06,-197.4,20.1
2019-12-06 05:00:00,"W",20.56,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 05:15:00,"D",20.88,-2524,20.1,NA,2019-12-06,-200.8,20.1
2019-12-06 05:15:00,"W",20.77,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 05:30:00,"D",21.02,-2524,20.18,NA,2019-12-06,-200.4,20.18
2019-12-06 05:30:00,"W",20.93,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 05:45:00,"D",21.12,-2527,20.2,NA,2019-12-06,-196.5,20.2
2019-12-06 05:45:00,"W",21.04,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 06:00:00,"D",21.21,-2534,20.2,NA,2019-12-06,-200.1,20.2
2019-12-06 06:00:00,"W",21.15,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 06:15:00,"D",21.31,-2536,20.27,NA,2019-12-06,-199.8,20.27
2019-12-06 06:15:00,"W",21.26,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 06:30:00,"D",21.4,-2540,20.3,NA,2019-12-06,-197,20.3
2019-12-06 06:30:00,"W",21.31,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 06:45:00,"D",21.45,-2537,20.36,NA,2019-12-06,-200,20.36
2019-12-06 06:45:00,"W",21.4,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 07:00:00,"D",21.53,-2552,20.4,NA,2019-12-06,-200.5,20.4
2019-12-06 07:00:00,"W",21.48,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 07:15:00,"D",21.59,-2552,20.48,NA,2019-12-06,-198.3,20.48
2019-12-06 07:15:00,"W",21.51,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 07:30:00,"D",21.62,-2551,20.51,NA,2019-12-06,-199,20.51
2019-12-06 07:30:00,"W",21.53,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 07:45:00,"D",21.62,-2542,20.6,NA,2019-12-06,-203.1,20.6
2019-12-06 07:45:00,"W",21.53,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 08:00:00,"D",21.53,-2546,20.6,NA,2019-12-06,-196.9,20.6
2019-12-06 08:00:00,"W",21.42,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 08:15:00,"D",21.45,-2554,20.6,NA,2019-12-06,-198.8,20.6
2019-12-06 08:15:00,"W",21.42,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 08:30:00,"D",21.45,-2567,20.64,NA,2019-12-06,-196.8,20.64
2019-12-06 08:30:00,"W",21.48,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 08:45:00,"D",21.81,-2586,20.7,NA,2019-12-06,-200.2,20.7
2019-12-06 08:45:00,"W",21.89,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 09:00:00,"D",22.36,-2566,20.75,NA,2019-12-06,-202.1,20.75
2019-12-06 09:00:00,"W",22.47,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 09:15:00,"D",22.84,-2535,20.94,NA,2019-12-06,-202.3,20.94
2019-12-06 09:15:00,"W",22.92,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 09:30:00,"D",23.21,-2495,21.17,NA,2019-12-06,-203.2,21.17
2019-12-06 09:30:00,"W",23.29,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 09:45:00,"D",23.55,-2464,21.45,NA,2019-12-06,-205,21.45
2019-12-06 09:45:00,"W",23.64,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 10:00:00,"D",23.87,-2426,21.79,NA,2019-12-06,-204.2,21.79
2019-12-06 10:00:00,"W",23.93,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 10:15:00,"D",24.1,-2370,22.17,NA,2019-12-06,-205.1,22.17
2019-12-06 10:15:00,"W",24.16,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 10:30:00,"D",24.22,-2289,22.55,NA,2019-12-06,-202.3,22.55
2019-12-06 10:30:00,"W",24.39,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 10:45:00,"D",24.25,-2190,22.89,NA,2019-12-06,-203,22.89
2019-12-06 10:45:00,"W",24.57,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 11:00:00,"D",24.28,-2101,23.23,NA,2019-12-06,-198.8,23.23
2019-12-06 11:00:00,"W",24.89,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 11:15:00,"D",24.36,-2044,23.59,NA,2019-12-06,-205.7,23.59
2019-12-06 11:15:00,"W",25.19,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 11:30:00,"D",24.48,-2014,23.93,NA,2019-12-06,-215.4,23.93
2019-12-06 11:30:00,"W",25.49,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 11:45:00,"D",24.6,-1983,24.2,NA,2019-12-06,-210.7,24.2
2019-12-06 11:45:00,"W",25.79,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 12:00:00,"D",24.75,-1950,24.48,NA,2019-12-06,-208.6,24.48
2019-12-06 12:00:00,"W",25.95,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 12:15:00,"D",24.78,-1897,24.75,NA,2019-12-06,-211.6,24.75
2019-12-06 12:15:00,"W",26.16,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 12:30:00,"D",24.78,-1922,25.03,NA,2019-12-06,-212.9,25.03
2019-12-06 12:30:00,"W",26.31,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 12:45:00,"D",24.78,-1815,25.36,NA,2019-12-06,-211.2,25.36
2019-12-06 12:45:00,"W",26.31,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 13:00:00,"D",24.98,-1723,25.88,NA,2019-12-06,-214.9,25.88
2019-12-06 13:00:00,"W",26.31,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 13:15:00,"D",25.25,-1666,26.57,NA,2019-12-06,-223.5,26.57
2019-12-06 13:15:00,"W",26.31,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 13:30:00,"D",25.49,-1582,27.14,NA,2019-12-06,-220.2,27.14
2019-12-06 13:30:00,"W",26.16,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 13:45:00,"D",25.61,-1484,27.65,NA,2019-12-06,-221.3,27.65
2019-12-06 13:45:00,"W",26.04,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 14:00:00,"D",25.67,-1435,28.24,NA,2019-12-06,-227.1,28.24
2019-12-06 14:00:00,"W",25.85,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 14:15:00,"D",25.7,-1408,28.56,NA,2019-12-06,-220.4,28.56
2019-12-06 14:15:00,"W",25.73,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 14:30:00,"D",25.64,-1393,28.69,NA,2019-12-06,-224.3,28.69
2019-12-06 14:30:00,"W",25.46,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 14:45:00,"D",25.4,-1388,28.7,NA,2019-12-06,-220.9,28.7
2019-12-06 14:45:00,"W",25.22,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 15:00:00,"D",25.04,-1389,28.7,NA,2019-12-06,-225.8,28.7
2019-12-06 15:00:00,"W",24.95,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 15:15:00,"D",24.84,-1406,28.58,NA,2019-12-06,-218.8,28.58
2019-12-06 15:15:00,"W",24.95,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 15:30:00,"D",24.81,-1418,28.48,NA,2019-12-06,-217.8,28.48
2019-12-06 15:30:00,"W",25.1,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 15:45:00,"D",24.84,-1426,28.4,NA,2019-12-06,-225,28.4
2019-12-06 15:45:00,"W",25.34,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 16:00:00,"D",25.01,-1441,28.36,NA,2019-12-06,-231.6,28.36
2019-12-06 16:00:00,"W",25.67,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 16:15:00,"D",25.16,-1442,28.3,NA,2019-12-06,-225.8,28.3
2019-12-06 16:15:00,"W",25.83,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 16:30:00,"D",25.07,-1448,28.27,NA,2019-12-06,-225.3,28.27
2019-12-06 16:30:00,"W",25.73,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 16:45:00,"D",24.89,-1461,28.15,NA,2019-12-06,-215.1,28.15
2019-12-06 16:45:00,"W",25.46,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 17:00:00,"D",24.66,-1481,27.96,NA,2019-12-06,-227.7,27.96
2019-12-06 17:00:00,"W",25.19,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 17:15:00,"D",24.39,-1518,27.78,NA,2019-12-06,-227.8,27.78
2019-12-06 17:15:00,"W",24.92,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 17:30:00,"D",24.19,-1567,27.6,NA,2019-12-06,-225.7,27.6
2019-12-06 17:30:00,"W",24.75,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 17:45:00,"D",24.01,-1615,27.4,NA,2019-12-06,-226.4,27.4
2019-12-06 17:45:00,"W",24.57,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 18:00:00,"D",23.87,-1648,27.21,NA,2019-12-06,-223.6,27.21
2019-12-06 18:00:00,"W",24.39,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 18:15:00,"D",23.72,-1669,27.03,NA,2019-12-06,-227.3,27.03
2019-12-06 18:15:00,"W",24.28,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 18:30:00,"D",23.64,-1685,26.85,NA,2019-12-06,-234,26.85
2019-12-06 18:30:00,"W",24.19,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 18:45:00,"D",23.58,-1698,26.68,NA,2019-12-06,-226.3,26.68
2019-12-06 18:45:00,"W",24.1,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 19:00:00,"D",23.52,-1717,26.53,NA,2019-12-06,-229.9,26.53
2019-12-06 19:00:00,"W",24.01,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 19:15:00,"D",23.47,-1738,26.36,NA,2019-12-06,-227.1,26.36
2019-12-06 19:15:00,"W",23.96,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 19:30:00,"D",23.41,-1773,26.18,NA,2019-12-06,-230.6,26.18
2019-12-06 19:30:00,"W",23.9,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 19:45:00,"D",23.35,-1810,26.02,NA,2019-12-06,-226.4,26.02
2019-12-06 19:45:00,"W",23.84,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 20:00:00,"D",23.29,-1852,25.86,NA,2019-12-06,-227.5,25.86
2019-12-06 20:00:00,"W",23.78,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 20:15:00,"D",23.29,-1801,25.74,NA,2019-12-06,-226.4,25.74
2019-12-06 20:15:00,"W",23.78,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 20:30:00,"D",23.29,-1595,25.61,NA,2019-12-06,-228.5,25.61
2019-12-06 20:30:00,"W",23.78,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 20:45:00,"D",23.12,-1587,25.47,NA,2019-12-06,-233.8,25.47
2019-12-06 20:45:00,"W",23.61,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 21:00:00,"D",22.87,-1603,25.33,NA,2019-12-06,-233.9,25.33
2019-12-06 21:00:00,"W",23.32,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 21:15:00,"D",22.73,-1630,25.15,NA,2019-12-06,-229,25.15
2019-12-06 21:15:00,"W",23.1,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 21:30:00,"D",22.53,-1652,24.99,NA,2019-12-06,-236,24.99
2019-12-06 21:30:00,"W",22.81,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 21:45:00,"D",22.31,-1665,24.8,NA,2019-12-06,-231.2,24.8
2019-12-06 21:45:00,"W",22.45,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 22:00:00,"D",22,-1685,24.59,NA,2019-12-06,-226.9,24.59
2019-12-06 22:00:00,"W",21.97,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 22:15:00,"D",21.67,-1709,24.37,NA,2019-12-06,-236.4,24.37
2019-12-06 22:15:00,"W",21.53,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 22:30:00,"D",21.37,-1741,24.12,NA,2019-12-06,-228.8,24.12
2019-12-06 22:30:00,"W",21.15,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 22:45:00,"D",21.1,-1789,23.87,NA,2019-12-06,-235.4,23.87
2019-12-06 22:45:00,"W",20.8,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 23:00:00,"D",20.83,-1878,23.56,NA,2019-12-06,-231.7,23.56
2019-12-06 23:00:00,"W",20.5,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 23:15:00,"D",20.61,-1938,23.26,NA,2019-12-06,-236.9,23.26
2019-12-06 23:15:00,"W",20.21,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 23:30:00,"D",20.4,-1983,22.98,NA,2019-12-06,-240.3,22.98
2019-12-06 23:30:00,"W",19.97,NA,NA,NA,2019-12-06,NA,NA
2019-12-06 23:45:00,"D",20.18,-2011,22.7,NA,2019-12-06,-233.4,22.7
2019-12-06 23:45:00,"W",19.73,NA,NA,NA,2019-12-06,NA,NA
2019-12-07 00:00:00,"D",20,-2046,22.43,NA,2019-12-07,-233.8,22.43
2019-12-07 00:00:00,"W",19.52,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 00:15:00,"D",19.86,-2099,22.16,NA,2019-12-07,-243.8,22.16
2019-12-07 00:15:00,"W",19.34,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 00:30:00,"D",19.7,-2196,21.9,NA,2019-12-07,-240.2,21.9
2019-12-07 00:30:00,"W",19.21,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 00:45:00,"D",19.63,-2295,21.65,NA,2019-12-07,-241.4,21.65
2019-12-07 00:45:00,"W",19.08,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 01:00:00,"D",19.52,-2365,21.4,NA,2019-12-07,-235.5,21.4
2019-12-07 01:00:00,"W",18.97,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 01:15:00,"D",19.47,-2411,21.17,NA,2019-12-07,-237.5,21.17
2019-12-07 01:15:00,"W",18.92,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 01:30:00,"D",19.44,-2450,20.95,NA,2019-12-07,-241.7,20.95
2019-12-07 01:30:00,"W",18.87,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 01:45:00,"D",19.42,-2473,20.74,NA,2019-12-07,-236.9,20.74
2019-12-07 01:45:00,"W",18.82,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 02:00:00,"D",19.39,-2507,20.54,NA,2019-12-07,-240.9,20.54
2019-12-07 02:00:00,"W",18.74,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 02:15:00,"D",19.36,-2543,20.35,NA,2019-12-07,-245.7,20.35
2019-12-07 02:15:00,"W",18.69,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 02:30:00,"D",19.31,-2609,20.18,NA,2019-12-07,-255.8,20.18
2019-12-07 02:30:00,"W",18.64,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 02:45:00,"D",19.31,-2691,20.01,NA,2019-12-07,-242.8,20.01
2019-12-07 02:45:00,"W",18.61,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 03:00:00,"D",19.26,-2785,19.85,NA,2019-12-07,-243.1,19.85
2019-12-07 03:00:00,"W",18.58,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 03:15:00,"D",19.23,-2881,19.69,NA,2019-12-07,-245.2,19.69
2019-12-07 03:15:00,"W",18.56,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 03:30:00,"D",19.23,-2950,19.51,NA,2019-12-07,-254.6,19.51
2019-12-07 03:30:00,"W",18.58,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 03:45:00,"D",19.39,-2988,19.34,NA,2019-12-07,-245.5,19.34
2019-12-07 03:45:00,"W",18.82,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 04:00:00,"D",19.65,-3031,19.24,NA,2019-12-07,-247.6,19.24
2019-12-07 04:00:00,"W",19.21,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 04:15:00,"D",20.02,-3054,19.2,NA,2019-12-07,-241.4,19.2
2019-12-07 04:15:00,"W",19.68,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 04:30:00,"D",20.4,-3048,19.21,NA,2019-12-07,-253.1,19.21
2019-12-07 04:30:00,"W",20.18,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 04:45:00,"D",20.77,-3040,19.32,NA,2019-12-07,-249.1,19.32
2019-12-07 04:45:00,"W",20.66,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 05:00:00,"D",21.1,-3050,19.46,NA,2019-12-07,-250.3,19.46
2019-12-07 05:00:00,"W",21.04,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 05:15:00,"D",21.31,-3015,19.66,NA,2019-12-07,-238.8,19.66
2019-12-07 05:15:00,"W",21.31,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 05:30:00,"D",21.45,-2995,19.84,NA,2019-12-07,-251.9,19.84
2019-12-07 05:30:00,"W",21.48,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 05:45:00,"D",21.53,-2984,20,NA,2019-12-07,-239.5,20
2019-12-07 05:45:00,"W",21.59,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 06:00:00,"D",21.64,-2944,20.17,NA,2019-12-07,-243.6,20.17
2019-12-07 06:00:00,"W",21.72,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 06:15:00,"D",21.75,-2913,20.34,NA,2019-12-07,-243.6,20.34
2019-12-07 06:15:00,"W",21.92,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 06:30:00,"D",21.81,-2880,20.5,NA,2019-12-07,-253.8,20.5
2019-12-07 06:30:00,"W",22.08,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 06:45:00,"D",21.89,-2820,20.65,NA,2019-12-07,-239.5,20.65
2019-12-07 06:45:00,"W",22.19,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 07:00:00,"D",21.95,-2767,20.81,NA,2019-12-07,-248.5,20.81
2019-12-07 07:00:00,"W",22.31,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 07:15:00,"D",22,-2685,20.96,NA,2019-12-07,-241.8,20.96
2019-12-07 07:15:00,"W",22.42,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 07:30:00,"D",22.08,-2644,21.11,NA,2019-12-07,-251.6,21.11
2019-12-07 07:30:00,"W",22.53,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 07:45:00,"D",22.28,-2602,21.25,NA,2019-12-07,-240,21.25
2019-12-07 07:45:00,"W",22.78,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 08:00:00,"D",22.39,-2560,21.42,NA,2019-12-07,-238.3,21.42
2019-12-07 08:00:00,"W",22.92,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 08:15:00,"D",22.56,-2521,21.59,NA,2019-12-07,-241.3,21.59
2019-12-07 08:15:00,"W",23.15,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 08:30:00,"D",22.75,-2491,21.76,NA,2019-12-07,-241.5,21.76
2019-12-07 08:30:00,"W",23.44,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 08:45:00,"D",22.92,-2470,21.95,NA,2019-12-07,-252.8,21.95
2019-12-07 08:45:00,"W",23.64,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 09:00:00,"D",23.12,-2447,22.15,NA,2019-12-07,-253.2,22.15
2019-12-07 09:00:00,"W",23.9,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 09:15:00,"D",23.18,-2418,22.35,NA,2019-12-07,-255.1,22.35
2019-12-07 09:15:00,"W",23.96,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 09:30:00,"D",23.29,-2395,22.54,NA,2019-12-07,-245.9,22.54
2019-12-07 09:30:00,"W",24.1,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 09:45:00,"D",23.38,-2364,22.7,NA,2019-12-07,-250.1,22.7
2019-12-07 09:45:00,"W",24.19,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 10:00:00,"D",23.5,-2342,22.85,NA,2019-12-07,-245.5,22.85
2019-12-07 10:00:00,"W",24.3,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 10:15:00,"D",23.7,-2284,23.04,NA,2019-12-07,-251.5,23.04
2019-12-07 10:15:00,"W",24.51,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 10:30:00,"D",23.93,-2234,23.19,NA,2019-12-07,-246.7,23.19
2019-12-07 10:30:00,"W",24.81,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 10:45:00,"D",24.22,-2168,23.39,NA,2019-12-07,-242.5,23.39
2019-12-07 10:45:00,"W",25.07,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 11:00:00,"D",24.57,-2094,23.63,NA,2019-12-07,-251.3,23.63
2019-12-07 11:00:00,"W",25.46,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 11:15:00,"D",24.92,-2050,23.9,NA,2019-12-07,-253.1,23.9
2019-12-07 11:15:00,"W",25.92,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 11:30:00,"D",25.22,-2007,24.18,NA,2019-12-07,-249.4,24.18
2019-12-07 11:30:00,"W",26.22,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 11:45:00,"D",25.55,-1979,24.47,NA,2019-12-07,-255.5,24.47
2019-12-07 11:45:00,"W",26.65,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 12:00:00,"D",25.73,-1928,24.79,NA,2019-12-07,-252.7,24.79
2019-12-07 12:00:00,"W",26.84,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 12:15:00,"D",25.89,-1847,25.12,NA,2019-12-07,-251.9,25.12
2019-12-07 12:15:00,"W",27,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 12:30:00,"D",25.92,-1766,25.44,NA,2019-12-07,-257,25.44
2019-12-07 12:30:00,"W",27.03,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 12:45:00,"D",25.89,-1714,25.75,NA,2019-12-07,-262.1,25.75
2019-12-07 12:45:00,"W",27.03,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 13:00:00,"D",25.92,-1685,26.11,NA,2019-12-07,-255.4,26.11
2019-12-07 13:00:00,"W",27.03,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 13:15:00,"D",25.92,-1650,26.54,NA,2019-12-07,-256.7,26.54
2019-12-07 13:15:00,"W",27.03,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 13:30:00,"D",25.92,-1579,26.93,NA,2019-12-07,-257.9,26.93
2019-12-07 13:30:00,"W",27.03,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 13:45:00,"D",26.01,-1511,27.25,NA,2019-12-07,-259.8,27.25
2019-12-07 13:45:00,"W",27.09,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 14:00:00,"D",26.1,-1462,27.56,NA,2019-12-07,-255.4,27.56
2019-12-07 14:00:00,"W",27.15,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 14:15:00,"D",26.16,-1447,27.79,NA,2019-12-07,-263.9,27.79
2019-12-07 14:15:00,"W",27.21,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 14:30:00,"D",26.13,-1438,27.95,NA,2019-12-07,-261.4,27.95
2019-12-07 14:30:00,"W",27.21,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 14:45:00,"D",26.22,-1432,28,NA,2019-12-07,-258.4,28
2019-12-07 14:45:00,"W",27.28,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 15:00:00,"D",26.31,-1428,28.15,NA,2019-12-07,-257.4,28.15
2019-12-07 15:00:00,"W",27.4,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 15:15:00,"D",26.44,-1423,28.21,NA,2019-12-07,-255.2,28.21
2019-12-07 15:15:00,"W",27.53,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 15:30:00,"D",26.5,-1423,28.31,NA,2019-12-07,-263,28.31
2019-12-07 15:30:00,"W",27.59,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 15:45:00,"D",26.5,-1413,28.41,NA,2019-12-07,-259.2,28.41
2019-12-07 15:45:00,"W",27.59,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 16:00:00,"D",26.37,-1412,28.5,NA,2019-12-07,-264,28.5
2019-12-07 16:00:00,"W",27.44,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 16:15:00,"D",26.31,-1407,28.5,NA,2019-12-07,-261.6,28.5
2019-12-07 16:15:00,"W",27.34,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 16:30:00,"D",26.25,-1416,28.52,NA,2019-12-07,-259.7,28.52
2019-12-07 16:30:00,"W",27.21,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 16:45:00,"D",26.13,-1420,28.5,NA,2019-12-07,-270.7,28.5
2019-12-07 16:45:00,"W",27.03,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 17:00:00,"D",25.92,-1427,28.5,NA,2019-12-07,-264.5,28.5
2019-12-07 17:00:00,"W",26.72,NA,NA,NA,2019-12-07,NA,NA
2019-12-07 17:15:00,"D",25.64,-1439,28.41,NA,2019-12-07,-262.1,28.41
2019-12-07 17:15:00,"W",26.34,NA,NA,NA,2019-12-07,NA,NA
