treatment: moderate
timestamp, Vin, m6_bottom, m6_top, m7_bottom, m7_top, m10_bottom, m10_top, m11_bottom, m11_top
2019/11/18 14:33:0,4.962,27.242,28.192,27.417,27.232,27.043,27.904,27.368,27.687
2019/11/18 14:34:0,4.964,27.563,28.647,27.762,27.752,27.335,28.348,27.594,28.011
2019/11/18 14:35:0,4.962,27.604,28.735,27.699,27.769,27.331,28.422,27.594,28.064
2019/11/18 14:36:1,4.962,27.319,28.371,27.567,27.462,26.917,28.290,27.120,27.862
2019/11/18 14:37:1,4.962,26.921,28.297,27.235,27.102,26.380,27.985,26.704,27.641
2019/11/18 14:38:2,4.962,27.048,28.151,27.258,27.010,26.755,27.948,27.010,27.678
2019/11/18 14:39:2,4.962,27.557,28.491,27.662,27.277,27.197,28.385,27.431,28.048
2019/11/18 14:40:2,4.962,27.627,28.494,27.662,27.190,27.277,28.329,27.518,27.858
2019/11/18 14:41:3,4.962,27.671,28.503,27.671,27.163,27.300,28.295,27.548,27.667
2019/11/18 14:42:3,4.962,27.434,28.266,27.602,27.102,27.183,27.971,27.515,27.389
2019/11/18 14:43:4,4.962,27.233,28.078,27.440,27.167,26.846,27.751,27.055,27.233
2019/11/18 14:44:4,4.962,26.880,27.650,27.034,27.128,26.636,27.492,26.835,27.066
2019/11/18 14:45:4,4.962,26.870,27.531,27.006,27.052,26.622,27.335,26.828,26.929
2019/11/18 14:46:5,4.962,26.444,27.191,26.748,26.793,26.204,27.062,26.437,26.636
2019/11/18 14:47:5,4.962,26.542,27.087,26.779,26.584,26.291,26.957,26.500,26.472
2019/11/18 14:48:6,4.962,26.307,26.921,26.589,26.432,26.122,26.812,26.352,26.363
2019/11/18 14:49:6,4.962,26.418,27.015,26.645,26.499,26.286,26.879,26.558,26.415
2019/11/18 14:50:6,4.962,26.263,26.880,26.434,26.343,26.082,26.776,26.312,26.291
2019/11/18 14:51:7,4.962,26.359,26.987,26.575,26.317,26.174,26.868,26.474,26.328
2019/11/18 14:52:7,4.962,26.303,26.788,26.526,26.181,26.073,26.753,26.310,26.216
2019/11/18 14:53:7,4.962,26.147,26.666,26.363,26.077,25.948,26.628,26.282,26.108
2019/11/18 14:54:8,4.962,26.171,26.600,26.460,26.077,25.983,26.603,26.307,26.077
2019/11/18 14:55:8,4.963,26.040,26.420,26.288,26.068,25.780,26.445,26.107,25.974
2019/11/18 14:56:9,4.963,26.072,26.445,26.368,26.054,25.867,26.382,26.072,25.943
2019/11/18 14:57:9,4.963,25.769,26.121,25.999,25.828,25.505,26.162,25.623,25.714
2019/11/18 14:58:9,4.963,25.724,25.978,25.957,25.720,25.508,26.061,25.620,25.613
2019/11/18 14:59:10,4.964,25.925,26.196,26.182,25.866,25.751,26.134,25.932,25.727
2019/11/18 15:0:10,4.963,25.891,26.121,26.142,25.870,25.717,26.155,25.877,25.734
2019/11/18 15:1:10,4.963,25.853,26.086,26.034,25.839,25.682,26.135,25.807,25.700
2019/11/18 15:2:11,4.963,25.773,25.981,25.936,25.776,25.581,26.089,25.658,25.644
2019/11/18 15:3:11,4.963,25.644,25.814,25.825,25.599,25.474,25.950,25.654,25.470
2019/11/18 15:4:12,4.963,25.748,25.943,25.947,25.668,25.630,26.027,25.752,25.540
2019/11/18 15:5:12,4.963,25.903,26.109,26.119,25.799,25.851,26.147,26.129,25.663
2019/11/18 15:6:13,4.963,25.792,25.941,26.008,25.771,25.642,26.102,25.688,25.618
2019/11/18 15:7:13,4.963,25.726,25.882,25.886,25.667,25.573,25.987,25.583,25.503
2019/11/18 15:8:13,4.963,25.698,25.875,25.882,25.663,25.524,25.962,25.639,25.496
2019/11/18 15:9:14,4.963,25.806,25.917,26.008,25.705,25.663,26.077,25.750,25.594
2019/11/18 15:10:14,4.963,25.884,25.988,26.079,25.828,25.745,26.145,25.794,25.689
2019/11/18 15:11:14,4.963,25.834,25.931,25.987,25.771,25.684,26.112,25.896,25.632
2019/11/18 15:12:15,4.963,25.625,25.729,25.823,25.674,25.427,25.987,25.493,25.496
2019/11/18 15:13:15,4.963,25.403,25.514,25.528,25.437,25.187,25.750,25.184,25.250
2019/11/18 15:14:16,4.963,25.259,25.436,25.450,25.311,25.141,25.596,25.290,25.120
2019/11/18 15:15:16,4.963,25.205,25.225,25.333,25.156,25.017,25.496,25.076,24.996
2019/11/18 15:16:16,4.963,25.151,25.238,25.314,25.109,25.016,25.439,25.224,24.925
2019/11/18 15:17:17,4.963,25.200,25.279,25.387,25.141,25.082,25.457,25.113,24.984
2019/11/18 15:18:17,4.963,25.283,25.248,25.425,25.116,25.151,25.495,25.245,24.991
2019/11/18 15:19:17,4.963,25.286,25.332,25.474,25.213,25.196,25.477,25.457,25.040
2019/11/18 15:20:18,4.963,25.307,25.272,25.453,25.189,25.151,25.477,25.217,25.043
2019/11/18 15:21:18,4.963,25.151,25.213,25.276,25.116,24.998,25.387,25.019,24.960
2019/11/18 15:22:19,4.963,24.894,24.957,25.068,24.984,24.696,25.255,24.769,24.835
2019/11/18 15:23:19,4.963,24.764,24.813,24.952,24.837,24.570,25.073,24.625,24.660
2019/11/18 15:24:19,4.963,24.785,24.872,25.066,24.865,24.691,25.045,24.983,24.702
2019/11/18 15:25:20,4.963,24.908,24.960,25.293,24.950,24.776,25.127,25.127,24.832
2019/11/18 15:26:20,4.963,25.207,25.186,25.835,25.134,24.887,25.224,25.387,24.814
2019/11/18 15:27:20,4.963,25.064,24.974,25.276,25.040,24.780,25.109,24.825,24.828
2019/11/18 15:28:21,4.963,24.962,24.986,25.167,25.038,24.872,25.160,25.042,25.076
2019/11/18 15:29:21,4.963,25.104,25.063,25.257,25.010,24.889,25.163,24.962,25.174
2019/11/18 15:30:22,4.965,24.883,24.967,25.095,24.918,24.762,25.137,24.904,25.130
2019/11/18 15:31:22,4.963,24.837,24.809,25.031,24.813,24.667,25.049,24.695,25.024
2019/11/18 15:32:23,4.963,24.908,24.905,25.026,24.773,24.794,25.054,24.867,24.946
2019/11/18 15:33:23,4.963,24.865,24.938,25.066,24.858,24.837,25.142,24.941,25.066
2019/11/18 15:34:23,4.963,24.917,24.917,25.122,24.872,24.792,25.139,24.837,25.049
2019/11/18 15:35:24,4.963,24.799,24.861,25.035,24.841,24.806,25.094,24.941,24.965
2019/11/18 15:36:24,4.965,25.100,25.007,25.215,24.909,25.052,25.177,25.118,25.000
2019/11/18 15:37:24,4.963,25.174,25.167,25.333,25.042,25.281,25.320,25.458,25.132
2019/11/18 15:38:25,4.963,25.601,25.521,25.841,25.504,25.674,25.646,25.917,25.507
2019/11/18 15:39:25,4.963,25.893,25.688,26.084,25.743,25.879,25.830,26.001,25.657
2019/11/18 15:40:26,4.963,26.074,25.841,26.220,25.910,26.018,26.001,26.091,25.834
2019/11/18 15:41:26,4.963,26.279,26.032,26.373,26.032,26.196,26.154,26.231,25.963
2019/11/18 15:42:26,4.963,26.346,26.171,26.429,26.133,26.272,26.251,26.405,26.077
2019/11/18 15:43:27,4.963,26.339,26.210,26.474,26.164,26.332,26.346,26.478,26.189
2019/11/18 15:44:27,4.963,26.358,26.253,26.525,26.197,26.375,26.382,26.507,26.236
2019/11/18 15:45:27,4.963,26.443,26.318,26.541,26.213,26.401,26.433,26.474,26.276
2019/11/18 15:46:28,4.963,26.389,26.246,26.532,26.190,26.365,26.441,26.497,26.291
2019/11/18 15:47:28,4.963,26.502,26.248,26.541,26.157,26.415,26.443,26.478,26.293
2019/11/18 15:48:29,4.963,26.506,26.283,26.513,26.151,26.384,26.415,26.474,26.265
2019/11/18 15:49:29,4.963,26.461,26.339,26.562,26.196,26.419,26.433,26.558,26.272
2019/11/18 15:50:29,4.963,26.494,26.246,26.549,26.197,26.368,26.417,26.431,26.295
2019/11/18 15:51:30,4.963,26.366,26.224,26.516,26.182,26.349,26.387,26.530,26.224
2019/11/18 15:52:30,4.963,26.379,26.194,26.514,26.180,26.330,26.368,26.459,26.215
2019/11/18 15:53:30,4.963,26.509,26.401,26.607,26.311,26.558,26.520,26.698,26.335
2019/11/18 15:54:31,4.963,26.715,26.548,26.698,26.394,26.624,26.638,26.642,26.415
2019/11/18 15:55:31,4.963,26.549,26.546,26.671,26.372,26.549,26.692,26.650,26.487
2019/11/18 15:56:32,4.963,26.682,26.532,26.689,26.309,26.584,26.710,26.619,26.459
2019/11/18 15:57:32,4.963,26.685,26.525,26.706,26.267,26.595,26.696,26.675,26.514
2019/11/18 15:58:32,4.963,26.720,26.518,26.724,26.232,26.574,26.675,26.654,26.507
2019/11/18 15:59:33,4.963,26.650,26.518,26.727,26.253,26.612,26.643,26.731,26.354
2019/11/18 16:0:33,4.963,26.629,26.476,26.755,26.323,26.616,26.717,26.748,26.392
2019/11/18 16:1:34,4.963,26.793,26.560,26.835,26.399,26.713,26.671,26.755,26.448
2019/11/18 16:2:34,4.963,26.797,26.560,26.860,26.452,26.776,26.710,26.846,26.483
2019/11/18 16:3:34,4.963,26.835,26.528,26.863,26.528,26.769,26.804,26.821,26.640
2019/11/18 16:4:35,4.963,26.846,26.605,26.930,26.598,26.853,26.759,26.951,26.584
2019/11/18 16:5:35,4.963,26.954,26.696,27.003,26.710,26.930,26.839,26.996,26.678
2019/11/18 16:6:36,4.963,26.975,26.724,26.975,26.724,26.947,26.902,26.926,26.713
2019/11/18 16:7:36,4.965,26.922,26.698,26.915,26.702,26.855,26.876,26.838,26.670
2019/11/18 16:8:36,4.963,26.989,26.731,26.992,26.745,26.947,26.961,26.930,26.780
2019/11/18 16:9:37,4.963,26.504,26.532,26.609,26.535,26.507,26.748,26.598,26.528
2019/11/18 16:10:37,4.963,26.332,26.279,26.342,26.251,26.182,26.467,26.182,26.224
2019/11/18 16:11:37,4.963,26.231,26.126,26.276,26.081,26.088,26.353,26.084,26.147
2019/11/18 16:12:38,4.963,26.103,26.079,26.215,25.975,26.034,26.211,26.145,25.982
2019/11/18 16:13:38,4.963,25.970,25.952,26.102,25.862,25.952,26.227,25.942,26.004
2019/11/18 16:14:39,4.963,25.917,25.796,26.008,25.733,25.754,26.004,25.778,25.834
2019/11/18 16:15:39,4.963,25.698,25.716,25.903,25.646,25.712,25.942,25.910,25.719
2019/11/18 16:16:39,4.963,25.768,25.594,25.820,25.580,25.684,25.869,25.709,25.750
2019/11/18 16:17:40,4.963,25.636,25.611,25.792,25.559,25.663,25.820,25.851,25.629
2019/11/18 16:18:40,4.963,25.771,25.570,25.886,25.587,25.726,25.855,25.754,25.782
2019/11/18 16:19:40,4.963,25.761,25.552,25.858,25.566,25.705,25.806,25.733,25.869
2019/11/18 16:20:41,4.963,25.681,25.490,25.834,25.584,25.691,25.862,25.719,25.883
2019/11/18 16:21:41,4.963,25.465,25.396,25.691,25.531,25.507,25.771,25.660,25.778
2019/11/18 16:22:42,4.963,25.509,25.433,25.717,25.554,25.568,25.745,25.658,25.679
2019/11/18 16:23:42,4.963,25.412,25.387,25.620,25.512,25.471,25.683,25.620,25.492
2019/11/18 16:24:42,4.963,25.379,25.368,25.622,25.448,25.389,25.650,25.531,25.438
2019/11/18 16:25:43,4.963,25.302,25.340,25.531,25.396,25.313,25.538,25.365,25.274
2019/11/18 16:26:43,4.963,25.377,25.342,25.592,25.429,25.380,25.589,25.401,25.245
2019/11/18 16:27:44,4.963,25.194,25.292,25.406,25.337,25.129,25.427,25.264,25.090
2019/11/18 16:28:44,4.963,25.118,25.295,25.337,25.194,25.104,25.372,25.247,25.021
2019/11/18 16:29:44,4.963,25.106,25.242,25.238,25.061,25.012,25.242,25.075,24.946
2019/11/18 16:30:45,4.963,24.999,25.196,25.217,25.019,25.009,25.248,25.148,24.933
