Record Type,Date and Time,Annotation,Average Above PAR,Average Below PAR,Tau [Τ],Leaf Area Index [LAI],Leaf Distribuition [Χ],Beam Fraction [Fb],Zenith Angle,Latitude,Longitude
SUM,12/6/2019 4:32:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,119°,40°,-105°
SUM,12/6/2019 4:47:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,116°,40°,-105°
SUM,12/6/2019 5:02:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,113°,40°,-105°
SUM,12/6/2019 5:17:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,110°,40°,-105°
SUM,12/6/2019 5:32:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,108°,40°,-105°
SUM,12/6/2019 5:47:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,105°,40°,-105°
SUM,12/6/2019 6:02:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,102°,40°,-105°
SUM,12/6/2019 6:17:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,99°,40°,-105°
SUM,12/6/2019 6:32:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,97°,40°,-105°
SUM,12/6/2019 6:47:49 AM,,0.0,1.3,0.000,0.00,1.00,0.00,94°,40°,-105°
SUM,12/6/2019 7:02:49 AM,,0.0,8.3,0.000,0.00,1.00,0.00,92°,40°,-105°
SUM,12/6/2019 7:17:49 AM,,0.0,31.0,0.000,0.00,1.00,0.00,89°,40°,-105°
SUM,12/6/2019 7:32:49 AM,,0.0,62.9,0.000,0.00,1.00,0.00,87°,40°,-105°
SUM,12/6/2019 7:47:49 AM,,0.0,68.0,0.000,0.00,1.00,0.00,84°,40°,-105°
SUM,12/6/2019 8:02:49 AM,,0.0,67.9,0.000,0.00,1.00,0.00,82°,40°,-105°
SUM,12/6/2019 8:17:49 AM,,0.0,171.7,0.000,0.00,1.00,0.00,80°,40°,-105°
SUM,12/6/2019 8:32:49 AM,,0.0,239.2,0.000,0.00,1.00,0.00,78°,40°,-105°
SUM,12/6/2019 8:47:49 AM,,0.0,303.8,0.000,0.00,1.00,0.00,76°,40°,-105°
SUM,12/6/2019 9:02:49 AM,,0.0,344.8,0.000,0.00,1.00,0.00,74°,40°,-105°
SUM,12/6/2019 9:17:49 AM,,0.0,368.5,0.000,0.00,1.00,0.00,72°,40°,-105°
SUM,12/6/2019 9:32:49 AM,,0.0,369.0,0.000,0.00,1.00,0.00,70°,40°,-105°
SUM,12/6/2019 9:47:49 AM,,0.0,378.7,0.000,0.00,1.00,0.00,69°,40°,-105°
SUM,12/6/2019 10:02:49 AM,,0.0,386.3,0.000,0.00,1.00,0.00,67°,40°,-105°
SUM,12/6/2019 10:17:49 AM,,0.0,390.4,0.000,0.00,1.00,0.00,66°,40°,-105°
SUM,12/6/2019 10:32:49 AM,,0.0,434.9,0.000,0.00,1.00,0.00,65°,40°,-105°
SUM,12/6/2019 10:47:49 AM,,0.0,487.7,0.000,0.00,1.00,0.00,64°,40°,-105°
SUM,12/6/2019 11:02:49 AM,,0.0,525.0,0.000,0.00,1.00,0.00,63°,40°,-105°
SUM,12/6/2019 11:17:49 AM,,0.0,572.6,0.000,0.00,1.00,0.00,63°,40°,-105°
SUM,12/6/2019 11:32:49 AM,,0.0,627.3,0.000,0.00,1.00,0.00,63°,40°,-105°
SUM,12/6/2019 11:47:49 AM,,0.0,679.2,0.000,0.00,1.00,0.00,62°,40°,-105°
SUM,12/6/2019 12:02:49 PM,,0.0,660.9,0.000,0.00,1.00,0.00,62°,40°,-105°
SUM,12/6/2019 12:17:49 PM,,0.0,626.2,0.000,0.00,1.00,0.00,63°,40°,-105°
SUM,12/6/2019 12:32:49 PM,,0.0,600.1,0.000,0.00,1.00,0.00,63°,40°,-105°
SUM,12/6/2019 12:47:49 PM,,0.0,563.1,0.000,0.00,1.00,0.00,64°,40°,-105°
SUM,12/6/2019 1:02:49 PM,,0.0,533.0,0.000,0.00,1.00,0.00,65°,40°,-105°
SUM,12/6/2019 1:17:49 PM,,0.0,491.3,0.000,0.00,1.00,0.00,66°,40°,-105°
SUM,12/6/2019 1:32:49 PM,,0.0,419.0,0.000,0.00,1.00,0.00,67°,40°,-105°
SUM,12/6/2019 1:47:49 PM,,0.0,249.4,0.000,0.00,1.00,0.00,68°,40°,-105°
SUM,12/6/2019 2:02:49 PM,,0.0,259.5,0.000,0.00,1.00,0.00,69°,40°,-105°
SUM,12/6/2019 2:17:49 PM,,0.0,279.1,0.000,0.00,1.00,0.00,71°,40°,-105°
SUM,12/6/2019 2:32:49 PM,,0.0,250.7,0.000,0.00,1.00,0.00,73°,40°,-105°
SUM,12/6/2019 2:47:49 PM,,0.0,211.2,0.000,0.00,1.00,0.00,75°,40°,-105°
SUM,12/6/2019 3:02:49 PM,,0.0,151.2,0.000,0.00,1.00,0.00,77°,40°,-105°
SUM,12/6/2019 3:17:49 PM,,0.0,133.7,0.000,0.00,1.00,0.00,79°,40°,-105°
SUM,12/6/2019 3:32:49 PM,,0.0,102.9,0.000,0.00,1.00,0.00,81°,40°,-105°
SUM,12/6/2019 3:47:49 PM,,0.0,46.7,0.000,0.00,1.00,0.00,83°,40°,-105°
SUM,12/6/2019 4:02:49 PM,,0.0,26.0,0.000,0.00,1.00,0.00,85°,40°,-105°
SUM,12/6/2019 4:17:49 PM,,0.0,10.8,0.000,0.00,1.00,0.00,88°,40°,-105°
SUM,12/6/2019 4:32:49 PM,,0.0,2.4,0.000,0.00,1.00,0.00,90°,40°,-105°
SUM,12/6/2019 4:47:49 PM,,0.0,0.2,0.000,0.00,1.00,0.00,93°,40°,-105°
SUM,12/6/2019 5:02:49 PM,,0.0,0.1,0.000,0.00,1.00,0.00,95°,40°,-105°
SUM,12/6/2019 5:17:49 PM,,0.0,0.1,0.000,0.00,1.00,0.00,98°,40°,-105°
SUM,12/6/2019 5:32:49 PM,,0.0,0.1,0.000,0.00,1.00,0.00,101°,40°,-105°
SUM,12/6/2019 5:47:49 PM,,0.0,0.1,0.000,0.00,1.00,0.00,104°,40°,-105°
SUM,12/6/2019 6:02:49 PM,,0.0,0.1,0.000,0.00,1.00,0.00,106°,40°,-105°
SUM,12/6/2019 6:17:49 PM,,0.0,0.1,0.000,0.00,1.00,0.00,109°,40°,-105°
SUM,12/6/2019 6:32:49 PM,,0.0,0.1,0.000,0.00,1.00,0.00,112°,40°,-105°
SUM,12/6/2019 6:47:49 PM,,0.0,0.1,0.000,0.00,1.00,0.00,115°,40°,-105°
SUM,12/6/2019 7:02:49 PM,,0.0,0.1,0.000,0.00,1.00,0.00,118°,40°,-105°
SUM,12/6/2019 7:17:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,120°,40°,-105°
SUM,12/6/2019 7:32:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,123°,40°,-105°
SUM,12/6/2019 7:47:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,126°,40°,-105°
SUM,12/6/2019 8:02:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,129°,40°,-105°
SUM,12/6/2019 8:17:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,132°,40°,-105°
SUM,12/6/2019 8:32:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,135°,40°,-105°
SUM,12/6/2019 8:47:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,138°,40°,-105°
SUM,12/6/2019 9:02:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,140°,40°,-105°
SUM,12/6/2019 9:17:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,143°,40°,-105°
SUM,12/6/2019 9:32:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,146°,40°,-105°
SUM,12/6/2019 9:47:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,148°,40°,-105°
SUM,12/6/2019 10:02:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,151°,40°,-105°
SUM,12/6/2019 10:17:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,153°,40°,-105°
SUM,12/6/2019 10:32:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,156°,40°,-105°
SUM,12/6/2019 10:47:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,158°,40°,-105°
SUM,12/6/2019 11:02:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,160°,40°,-105°
SUM,12/6/2019 11:17:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,161°,40°,-105°
SUM,12/6/2019 11:32:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,162°,40°,-105°
SUM,12/6/2019 11:47:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,162°,40°,-105°
SUM,12/7/2019 12:02:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,162°,40°,-105°
SUM,12/7/2019 12:17:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,162°,40°,-105°
SUM,12/7/2019 12:32:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,160°,40°,-105°
SUM,12/7/2019 12:47:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,159°,40°,-105°
SUM,12/7/2019 1:02:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,157°,40°,-105°
SUM,12/7/2019 1:17:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,155°,40°,-105°
SUM,12/7/2019 1:32:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,152°,40°,-105°
SUM,12/7/2019 1:47:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,150°,40°,-105°
SUM,12/7/2019 2:02:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,147°,40°,-105°
SUM,12/7/2019 2:17:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,145°,40°,-105°
SUM,12/7/2019 2:32:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,142°,40°,-105°
SUM,12/7/2019 2:47:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,139°,40°,-105°
SUM,12/7/2019 3:02:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,136°,40°,-105°
SUM,12/7/2019 3:17:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,133°,40°,-105°
SUM,12/7/2019 3:32:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,130°,40°,-105°
SUM,12/7/2019 3:47:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,128°,40°,-105°
SUM,12/7/2019 4:02:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,125°,40°,-105°
SUM,12/7/2019 4:17:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,122°,40°,-105°
SUM,12/7/2019 4:32:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,119°,40°,-105°
SUM,12/7/2019 4:47:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,116°,40°,-105°
SUM,12/7/2019 5:02:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,113°,40°,-105°
SUM,12/7/2019 5:17:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,111°,40°,-105°
SUM,12/7/2019 5:32:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,108°,40°,-105°
SUM,12/7/2019 5:47:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,105°,40°,-105°
SUM,12/7/2019 6:02:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,102°,40°,-105°
SUM,12/7/2019 6:17:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,100°,40°,-105°
SUM,12/7/2019 6:32:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,97°,40°,-105°
SUM,12/7/2019 6:47:49 AM,,0.0,0.8,0.000,0.00,1.00,0.00,94°,40°,-105°
SUM,12/7/2019 7:02:49 AM,,0.0,7.8,0.000,0.00,1.00,0.00,92°,40°,-105°
SUM,12/7/2019 7:17:49 AM,,0.0,26.2,0.000,0.00,1.00,0.00,89°,40°,-105°
SUM,12/7/2019 7:32:49 AM,,0.0,35.6,0.000,0.00,1.00,0.00,87°,40°,-105°
SUM,12/7/2019 7:47:49 AM,,0.0,51.3,0.000,0.00,1.00,0.00,84°,40°,-105°
SUM,12/7/2019 8:02:49 AM,,0.0,57.6,0.000,0.00,1.00,0.00,82°,40°,-105°
SUM,12/7/2019 8:17:49 AM,,0.0,63.2,0.000,0.00,1.00,0.00,80°,40°,-105°
SUM,12/7/2019 8:32:49 AM,,0.0,84.1,0.000,0.00,1.00,0.00,78°,40°,-105°
SUM,12/7/2019 8:47:49 AM,,0.0,93.8,0.000,0.00,1.00,0.00,76°,40°,-105°
SUM,12/7/2019 9:02:49 AM,,0.0,106.4,0.000,0.00,1.00,0.00,74°,40°,-105°
SUM,12/7/2019 9:17:49 AM,,0.0,122.2,0.000,0.00,1.00,0.00,72°,40°,-105°
SUM,12/7/2019 9:32:49 AM,,0.0,182.7,0.000,0.00,1.00,0.00,70°,40°,-105°
SUM,12/7/2019 9:47:49 AM,,0.0,238.6,0.000,0.00,1.00,0.00,69°,40°,-105°
SUM,12/7/2019 10:02:49 AM,,0.0,253.6,0.000,0.00,1.00,0.00,67°,40°,-105°
SUM,12/7/2019 10:17:49 AM,,0.0,258.5,0.000,0.00,1.00,0.00,66°,40°,-105°
SUM,12/7/2019 10:32:49 AM,,0.0,296.4,0.000,0.00,1.00,0.00,65°,40°,-105°
SUM,12/7/2019 10:47:49 AM,,0.0,353.3,0.000,0.00,1.00,0.00,64°,40°,-105°
SUM,12/7/2019 11:02:49 AM,,0.0,338.6,0.000,0.00,1.00,0.00,64°,40°,-105°
SUM,12/7/2019 11:17:49 AM,,0.0,380.9,0.000,0.00,1.00,0.00,63°,40°,-105°
SUM,12/7/2019 11:32:49 AM,,0.0,452.0,0.000,0.00,1.00,0.00,63°,40°,-105°
SUM,12/7/2019 11:47:49 AM,,0.0,425.5,0.000,0.00,1.00,0.00,63°,40°,-105°
SUM,12/7/2019 12:02:49 PM,,0.0,407.4,0.000,0.00,1.00,0.00,63°,40°,-105°
SUM,12/7/2019 12:17:49 PM,,0.0,428.4,0.000,0.00,1.00,0.00,63°,40°,-105°
SUM,12/7/2019 12:32:49 PM,,0.0,432.6,0.000,0.00,1.00,0.00,63°,40°,-105°
SUM,12/7/2019 12:47:49 PM,,0.0,490.1,0.000,0.00,1.00,0.00,64°,40°,-105°
SUM,12/7/2019 1:02:49 PM,,0.0,343.6,0.000,0.00,1.00,0.00,65°,40°,-105°
SUM,12/7/2019 1:17:49 PM,,0.0,424.2,0.000,0.00,1.00,0.00,66°,40°,-105°
SUM,12/7/2019 1:32:49 PM,,0.0,355.8,0.000,0.00,1.00,0.00,67°,40°,-105°
SUM,12/7/2019 1:47:49 PM,,0.0,266.0,0.000,0.00,1.00,0.00,68°,40°,-105°
SUM,12/7/2019 2:02:49 PM,,0.0,212.3,0.000,0.00,1.00,0.00,70°,40°,-105°
SUM,12/7/2019 2:17:49 PM,,0.0,195.6,0.000,0.00,1.00,0.00,71°,40°,-105°
SUM,12/7/2019 2:32:49 PM,,0.0,201.2,0.000,0.00,1.00,0.00,73°,40°,-105°
SUM,12/7/2019 2:47:49 PM,,0.0,171.3,0.000,0.00,1.00,0.00,75°,40°,-105°
SUM,12/7/2019 3:02:49 PM,,0.0,230.8,0.000,0.00,1.00,0.00,77°,40°,-105°
SUM,12/7/2019 3:17:49 PM,,0.0,190.6,0.000,0.00,1.00,0.00,79°,40°,-105°
SUM,12/7/2019 3:32:49 PM,,0.0,78.6,0.000,0.00,1.00,0.00,81°,40°,-105°
SUM,12/7/2019 3:47:49 PM,,0.0,52.0,0.000,0.00,1.00,0.00,83°,40°,-105°
SUM,12/7/2019 4:02:49 PM,,0.0,24.7,0.000,0.00,1.00,0.00,86°,40°,-105°
SUM,12/7/2019 4:17:49 PM,,0.0,7.8,0.000,0.00,1.00,0.00,88°,40°,-105°
SUM,12/7/2019 4:32:49 PM,,0.0,1.6,0.000,0.00,1.00,0.00,90°,40°,-105°
SUM,12/7/2019 4:47:49 PM,,0.0,0.2,0.000,0.00,1.00,0.00,93°,40°,-105°
SUM,12/7/2019 5:02:49 PM,,0.0,0.1,0.000,0.00,1.00,0.00,95°,40°,-105°
SUM,12/7/2019 5:17:49 PM,,0.0,0.1,0.000,0.00,1.00,0.00,98°,40°,-105°
SUM,12/7/2019 5:32:49 PM,,0.0,0.1,0.000,0.00,1.00,0.00,101°,40°,-105°
SUM,12/7/2019 5:47:49 PM,,0.0,0.1,0.000,0.00,1.00,0.00,104°,40°,-105°
SUM,12/7/2019 6:02:49 PM,,0.0,0.1,0.000,0.00,1.00,0.00,106°,40°,-105°
SUM,12/7/2019 6:17:49 PM,,0.0,0.1,0.000,0.00,1.00,0.00,109°,40°,-105°
SUM,12/7/2019 6:32:49 PM,,0.0,0.1,0.000,0.00,1.00,0.00,112°,40°,-105°
SUM,12/7/2019 6:47:49 PM,,0.0,0.1,0.000,0.00,1.00,0.00,115°,40°,-105°
SUM,12/7/2019 7:02:49 PM,,0.0,0.1,0.000,0.00,1.00,0.00,118°,40°,-105°
SUM,12/7/2019 7:17:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,120°,40°,-105°
SUM,12/7/2019 7:32:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,123°,40°,-105°
SUM,12/7/2019 7:47:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,126°,40°,-105°
SUM,12/7/2019 8:02:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,129°,40°,-105°
SUM,12/7/2019 8:17:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,132°,40°,-105°
SUM,12/7/2019 8:32:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,135°,40°,-105°
SUM,12/7/2019 8:47:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,138°,40°,-105°
SUM,12/7/2019 9:02:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,140°,40°,-105°
SUM,12/7/2019 9:17:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,143°,40°,-105°
SUM,12/7/2019 9:32:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,146°,40°,-105°
SUM,12/7/2019 9:47:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,149°,40°,-105°
SUM,12/7/2019 10:02:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,151°,40°,-105°
SUM,12/7/2019 10:17:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,154°,40°,-105°
SUM,12/7/2019 10:32:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,156°,40°,-105°
SUM,12/7/2019 10:47:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,158°,40°,-105°
SUM,12/7/2019 11:02:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,160°,40°,-105°
SUM,12/7/2019 11:17:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,161°,40°,-105°
SUM,12/7/2019 11:32:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,162°,40°,-105°
SUM,12/7/2019 11:47:49 PM,,0.0,0.0,0.000,0.00,1.00,0.00,162°,40°,-105°
SUM,12/8/2019 12:02:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,162°,40°,-105°
SUM,12/8/2019 12:17:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,162°,40°,-105°
SUM,12/8/2019 12:32:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,161°,40°,-105°
SUM,12/8/2019 12:47:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,159°,40°,-105°
SUM,12/8/2019 1:02:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,157°,40°,-105°
SUM,12/8/2019 1:17:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,155°,40°,-105°
SUM,12/8/2019 1:32:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,153°,40°,-105°
SUM,12/8/2019 1:47:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,150°,40°,-105°
SUM,12/8/2019 2:02:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,147°,40°,-105°
SUM,12/8/2019 2:17:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,145°,40°,-105°
SUM,12/8/2019 2:32:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,142°,40°,-105°
SUM,12/8/2019 2:47:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,139°,40°,-105°
SUM,12/8/2019 3:02:49 AM,,0.0,0.0,0.000,0.00,1.00,0.00,136°,40°,-105°
SUM,12/8/2019 3:17:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,134°,40°,-105°
SUM,12/8/2019 3:32:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,131°,40°,-105°
SUM,12/8/2019 3:47:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,128°,40°,-105°
SUM,12/8/2019 4:02:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,125°,40°,-105°
SUM,12/8/2019 4:17:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,122°,40°,-105°
SUM,12/8/2019 4:32:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,119°,40°,-105°
SUM,12/8/2019 4:47:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,116°,40°,-105°
SUM,12/8/2019 5:02:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,113°,40°,-105°
SUM,12/8/2019 5:17:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,111°,40°,-105°
SUM,12/8/2019 5:32:49 AM,,0.0,0.1,0.000,0.00,1.00,0.00,108°,40°,-105°
