millis,stamp,datetime,diff01x,diff23x,diff01y,diff23y,Temp1C,Temp2C,BattVolt,BoostVolt
941217999,1567252832," ""2019/8/31 12:0:32""",598.06,600,595.38,607.75,28.25,28.25,13.27,23.8
941219000,1567252833," ""2019/8/31 12:0:33""",597.94,599.88,595.25,607.69,28.25,28.25,13.23,23.8
941219999,1567252834," ""2019/8/31 12:0:34""",597.81,599.69,595.19,607.56,28.25,28.25,13.23,23.8
941221000,1567252835," ""2019/8/31 12:0:35""",597.63,599.56,595.06,607.44,28.25,28.25,13.14,23.8
941221999,1567252836," ""2019/8/31 12:0:36""",597.5,599.38,594.94,607.38,28.31,28.25,13.16,23.8
941223000,1567252837," ""2019/8/31 12:0:37""",597.44,599.25,594.88,607.25,28.25,28.25,13.2,23.8
941223999,1567252838," ""2019/8/31 12:0:38""",597.31,599.13,594.81,607.19,28.31,28.31,13.19,23.8
941224999,1567252839," ""2019/8/31 12:0:39""",597.19,599,594.75,607.13,28.31,28.25,13.2,23.8
941226000,1567252840," ""2019/8/31 12:0:40""",597.06,598.94,594.69,607.06,28.31,28.25,13.3,23.8
941226999,1567252841," ""2019/8/31 12:0:41""",596.94,598.81,594.63,606.94,28.31,28.31,13.16,23.8
944787999,1567256401," ""2019/8/31 13:0:1""",621.25,623.13,620.81,627.5,28.31,28.31,13.36,23.8
944789000,1567256402," ""2019/8/31 13:0:2""",616.88,618.88,614.63,623.63,31.62,31.5,13.31,23.8
944789999,1567256403," ""2019/8/31 13:0:3""",614.25,616.44,611,621.31,31.69,31.5,13.14,23.8
944791000,1567256404," ""2019/8/31 13:0:4""",612.31,614.63,608.5,619.56,31.69,31.5,13.28,23.8
944791999,1567256405," ""2019/8/31 13:0:5""",610.75,613.19,606.63,618.25,31.69,31.56,13.34,23.8
944792999,1567256406," ""2019/8/31 13:0:6""",609.5,612,605.19,617.19,31.69,31.56,13.11,23.8
944794000,1567256407," ""2019/8/31 13:0:7""",608.44,610.94,604.06,616.25,31.69,31.56,13.34,23.8
944794999,1567256408," ""2019/8/31 13:0:8""",607.5,610,603.13,615.44,31.69,31.56,13.16,23.8
944796000,1567256409," ""2019/8/31 13:0:9""",606.69,609.13,602.31,614.75,31.69,31.56,13.34,23.8
944796999,1567256410," ""2019/8/31 13:0:10""",605.94,608.44,601.69,614.19,31.69,31.56,13.16,23.8
944798000,1567256411," ""2019/8/31 13:0:11""",605.38,607.81,601.13,613.63,31.69,31.56,13.22,23.8
944798999,1567256412," ""2019/8/31 13:0:12""",604.75,607.19,600.63,613.19,31.69,31.56,13.23,23.8
944800000,1567256413," ""2019/8/31 13:0:13""",604.25,606.63,600.19,612.75,31.69,31.56,13.22,23.8
944801000,1567256414," ""2019/8/31 13:0:14""",603.81,606.13,599.81,612.38,31.69,31.56,13.3,23.8
944801999,1567256415," ""2019/8/31 13:0:15""",603.38,605.69,599.5,612.06,31.69,31.56,13.11,23.8
944803000,1567256416," ""2019/8/31 13:0:16""",602.94,605.31,599.19,611.75,31.69,31.56,13.28,23.8
944803999,1567256417," ""2019/8/31 13:0:17""",602.69,604.94,599,611.5,31.69,31.56,13.17,23.8
944805000,1567256418," ""2019/8/31 13:0:18""",602.38,604.63,598.81,611.31,31.69,31.56,13.28,23.8
944805999,1567256419," ""2019/8/31 13:0:19""",602.13,604.31,598.56,611.06,31.75,31.56,13.17,23.8
944806999,1567256420," ""2019/8/31 13:0:20""",601.88,604.06,598.44,610.81,31.75,31.56,13.11,23.8
944807999,1567256421," ""2019/8/31 13:0:21""",601.56,603.69,598.25,610.63,31.75,31.62,13.14,23.8
944808999,1567256422," ""2019/8/31 13:0:22""",601.38,603.44,598.06,610.44,31.75,31.56,13.14,23.8
944810000,1567256423," ""2019/8/31 13:0:23""",601.13,603.25,597.94,610.25,31.75,31.62,13.28,23.8
944810999,1567256424," ""2019/8/31 13:0:24""",600.88,602.94,597.75,610.13,31.75,31.56,13.3,23.8
944811999,1567256425," ""2019/8/31 13:0:25""",600.69,602.75,597.69,609.94,31.75,31.62,13.25,23.8
944812999,1567256426," ""2019/8/31 13:0:26""",600.56,602.5,597.56,609.81,31.75,31.62,13.16,23.8
944814000,1567256427," ""2019/8/31 13:0:27""",600.38,602.38,597.44,609.75,31.75,31.62,13.3,23.8
944814999,1567256428," ""2019/8/31 13:0:28""",600.19,602.19,597.38,609.56,31.75,31.62,13.31,23.8
944816000,1567256429," ""2019/8/31 13:0:29""",600,602,597.25,609.5,31.75,31.62,13.17,23.8
944816999,1567256430," ""2019/8/31 13:0:30""",599.94,601.81,597.19,609.38,31.75,31.62,13.19,23.8
944817999,1567256431," ""2019/8/31 13:0:31""",599.81,601.69,597.13,609.31,31.75,31.62,13.11,23.8
944819000,1567256432," ""2019/8/31 13:0:32""",599.69,601.56,597.06,609.19,31.75,31.62,13.3,23.8
944819999,1567256433," ""2019/8/31 13:0:33""",599.56,601.44,597,609.13,31.75,31.62,13.31,23.8
944821000,1567256434," ""2019/8/31 13:0:34""",599.44,601.25,596.94,609,31.75,31.62,13.1,23.8
944821999,1567256435," ""2019/8/31 13:0:35""",599.31,601.19,596.88,608.94,31.75,31.62,13.19,23.8
944823000,1567256436," ""2019/8/31 13:0:36""",599.25,601,596.81,608.88,31.75,31.62,13.13,23.8
944823999,1567256437," ""2019/8/31 13:0:37""",599.13,600.88,596.75,608.81,31.75,31.62,13.27,23.8
944824999,1567256438," ""2019/8/31 13:0:38""",599,600.75,596.69,608.69,31.75,31.62,13.28,23.8
944826000,1567256439," ""2019/8/31 13:0:39""",598.88,600.63,596.63,608.63,31.75,31.62,13.3,23.8
944826999,1567256440," ""2019/8/31 13:0:40""",598.81,600.5,596.63,608.56,31.75,31.62,13.16,23.8
944828000,1567256441," ""2019/8/31 13:0:41""",598.69,600.44,596.56,608.5,31.75,31.62,13.3,23.8
948387999,1567260001," ""2019/8/31 14:0:1""",621.19,623,620.81,627.44,31.75,31.62,13.34,23.8
948389000,1567260002," ""2019/8/31 14:0:2""",616.81,618.75,614.56,623.56,31.69,31.87,13.27,23.8
948389999,1567260003," ""2019/8/31 14:0:3""",614.06,616.31,610.94,621.19,31.69,31.87,13.14,23.8
948390999,1567260004," ""2019/8/31 14:0:4""",612.19,614.5,608.44,619.5,31.69,31.87,13.27,23.8
948391999,1567260005," ""2019/8/31 14:0:5""",610.63,613.06,606.63,618.13,31.69,31.87,13.11,23.8
948392999,1567260006," ""2019/8/31 14:0:6""",609.31,611.81,605.13,617.06,31.75,31.87,13.19,23.8
948394000,1567260007," ""2019/8/31 14:0:7""",608.25,610.75,604,616.13,31.75,31.94,13.16,23.8
948394999,1567260008," ""2019/8/31 14:0:8""",607.31,609.75,603.13,615.38,31.75,31.94,13.27,23.8
948396000,1567260009," ""2019/8/31 14:0:9""",606.5,609,602.31,614.69,31.75,31.94,13.11,23.8
948396999,1567260010," ""2019/8/31 14:0:10""",605.81,608.25,601.63,614.06,31.75,31.94,13.3,23.8
948398000,1567260011," ""2019/8/31 14:0:11""",605.19,607.63,601.13,613.56,31.75,31.94,13.14,23.8
948398999,1567260012," ""2019/8/31 14:0:12""",604.63,607,600.63,613.06,31.75,31.94,13.14,23.8
948400000,1567260013," ""2019/8/31 14:0:13""",604.06,606.44,600.19,612.63,31.75,31.94,13.31,23.8
948400999,1567260014," ""2019/8/31 14:0:14""",603.56,606,599.81,612.31,31.75,31.94,13.13,23.8
948401999,1567260015," ""2019/8/31 14:0:15""",603.19,605.5,599.44,611.94,31.75,31.94,13.17,23.8
948403000,1567260016," ""2019/8/31 14:0:16""",602.75,605.13,599.19,611.63,31.75,31.94,13.28,23.8
948403999,1567260017," ""2019/8/31 14:0:17""",602.44,604.69,598.94,611.31,31.75,31.94,13.1,23.8
948405000,1567260018," ""2019/8/31 14:0:18""",602.06,604.31,598.69,611.06,31.75,31.94,13.27,23.8
948405999,1567260019," ""2019/8/31 14:0:19""",601.75,604,598.44,610.81,31.75,31.94,13.14,23.8
948407000,1567260020," ""2019/8/31 14:0:20""",601.5,603.69,598.19,610.56,31.75,31.94,13.13,23.8
948407999,1567260021," ""2019/8/31 14:0:21""",601.19,603.38,598,610.38,31.75,31.94,13.2,23.8
948408999,1567260022," ""2019/8/31 14:0:22""",600.94,603.06,597.88,610.19,31.75,31.94,13.1,23.8
948409999,1567260023," ""2019/8/31 14:0:23""",600.69,602.88,597.69,610,31.81,31.94,13.3,23.8
948410999,1567260024," ""2019/8/31 14:0:24""",600.5,602.63,597.56,609.81,31.75,31.94,13.28,23.8
948412000,1567260025," ""2019/8/31 14:0:25""",600.31,602.38,597.38,609.69,31.81,31.94,13.25,23.8
948412999,1567260026," ""2019/8/31 14:0:26""",600.13,602.13,597.31,609.5,31.81,31.94,13.13,23.8
948414000,1567260027," ""2019/8/31 14:0:27""",599.94,601.94,597.19,609.38,31.75,31.94,13.1,23.8
948414999,1567260028," ""2019/8/31 14:0:28""",599.75,601.69,597.06,609.25,31.81,31.94,13.16,23.8
948416000,1567260029," ""2019/8/31 14:0:29""",599.56,601.5,596.94,609.13,31.81,31.94,13.14,23.8
948417000,1567260030," ""2019/8/31 14:0:30""",599.38,601.31,596.81,609,31.81,32,13.13,23.8
948417999,1567260031," ""2019/8/31 14:0:31""",599.25,601.13,596.75,608.88,31.81,32,13.22,23.8
948419000,1567260032," ""2019/8/31 14:0:32""",599.13,601,596.63,608.75,31.81,32,13.07,23.8
948419999,1567260033," ""2019/8/31 14:0:33""",598.94,600.81,596.56,608.69,31.81,32,13.27,23.8
948421000,1567260034," ""2019/8/31 14:0:34""",598.81,600.63,596.5,608.5,31.81,32,13.13,23.8
948421999,1567260035," ""2019/8/31 14:0:35""",598.69,600.5,596.38,608.44,31.81,32,13.08,23.8
948423000,1567260036," ""2019/8/31 14:0:36""",598.56,600.31,596.31,608.31,31.81,32,13.11,23.8
948423999,1567260037," ""2019/8/31 14:0:37""",598.44,600.19,596.25,608.25,31.81,32,13.13,23.8
948424999,1567260038," ""2019/8/31 14:0:38""",598.31,600.06,596.19,608.19,31.81,32,13.3,23.8
948426000,1567260039," ""2019/8/31 14:0:39""",598.31,600.06,596.25,608.19,31.81,32,13.2,23.8
948426999,1567260040," ""2019/8/31 14:0:40""",598.31,600,596.25,608.19,31.81,32,13.25,23.8
948428000,1567260041," ""2019/8/31 14:0:41""",598.25,599.94,596.19,608.13,31.81,32,13.07,23.8
951988999,1567263601," ""2019/8/31 15:0:1""",621.19,622.94,620.75,627.38,31.81,32,13.11,23.8
951989999,1567263602," ""2019/8/31 15:0:2""",616.81,618.69,614.56,623.63,31.69,31.69,13.11,23.8
951991000,1567263603," ""2019/8/31 15:0:3""",614.19,616.31,610.94,621.19,31.75,31.69,13.16,23.8
951991999,1567263604," ""2019/8/31 15:0:4""",612.19,614.44,608.44,619.5,31.75,31.69,13.22,23.8
951992999,1567263605," ""2019/8/31 15:0:5""",610.63,613,606.56,618.13,31.75,31.69,13.17,23.8
951994000,1567263606," ""2019/8/31 15:0:6""",609.38,611.75,605.13,617.06,31.75,31.69,13.27,23.8
951994999,1567263607," ""2019/8/31 15:0:7""",608.31,610.69,604,616.19,31.75,31.69,13.11,23.8
951996000,1567263608," ""2019/8/31 15:0:8""",607.38,609.75,603.06,615.38,31.75,31.69,13.11,23.8
951996999,1567263609," ""2019/8/31 15:0:9""",606.56,608.94,602.25,614.69,31.75,31.69,13.1,23.8
951998000,1567263610," ""2019/8/31 15:0:10""",605.81,608.25,601.63,614.13,31.75,31.69,13.28,23.8
951998999,1567263611," ""2019/8/31 15:0:11""",605.19,607.56,601.06,613.56,31.75,31.69,13.16,23.8
952000000,1567263612," ""2019/8/31 15:0:12""",604.63,607,600.56,613.13,31.75,31.69,13.13,23.8
952001000,1567263613," ""2019/8/31 15:0:13""",604.13,606.44,600.13,612.69,31.75,31.69,13.25,23.8
952001999,1567263614," ""2019/8/31 15:0:14""",603.63,605.94,599.75,612.31,31.75,31.69,13.31,23.8
952003000,1567263615," ""2019/8/31 15:0:15""",603.19,605.5,599.44,611.94,31.75,31.69,13.28,23.8
952003999,1567263616," ""2019/8/31 15:0:16""",602.81,605.06,599.13,611.63,31.75,31.75,13.13,23.8
952005000,1567263617," ""2019/8/31 15:0:17""",602.44,604.63,598.81,611.38,31.75,31.75,13.28,23.8
952005999,1567263618," ""2019/8/31 15:0:18""",602.13,604.25,598.63,611.06,31.75,31.75,13.16,23.8
952007000,1567263619," ""2019/8/31 15:0:19""",601.81,603.94,598.31,610.81,31.75,31.75,13.22,23.8
952007999,1567263620," ""2019/8/31 15:0:20""",601.56,603.63,598.19,610.63,31.75,31.75,13.27,23.8
952008999,1567263621," ""2019/8/31 15:0:21""",601.25,603.31,598,610.38,31.75,31.75,13.3,23.8
952009999,1567263622," ""2019/8/31 15:0:22""",601,603.06,597.81,610.19,31.75,31.75,13.2,23.8
952010999,1567263623," ""2019/8/31 15:0:23""",600.75,602.81,597.63,610,31.75,31.75,13.27,23.8
952012000,1567263624," ""2019/8/31 15:0:24""",600.56,602.56,597.5,609.88,31.75,31.75,13.19,23.8
952012999,1567263625," ""2019/8/31 15:0:25""",600.31,602.31,597.38,609.69,31.75,31.75,13.31,23.8
952014000,1567263626," ""2019/8/31 15:0:26""",600.13,602.06,597.19,609.5,31.75,31.75,13.14,23.8
952014999,1567263627," ""2019/8/31 15:0:27""",599.94,601.88,597.06,609.38,31.81,31.75,13.07,23.8
952016000,1567263628," ""2019/8/31 15:0:28""",599.75,601.69,596.94,609.25,31.81,31.75,13.1,23.8
952017000,1567263629," ""2019/8/31 15:0:29""",599.63,601.5,596.88,609.13,31.81,31.75,13.07,23.8
952017999,1567263630," ""2019/8/31 15:0:30""",599.5,601.31,596.75,609,31.75,31.75,13.3,23.8
952019000,1567263631," ""2019/8/31 15:0:31""",599.31,601.13,596.69,608.88,31.81,31.75,13.08,23.8
952019999,1567263632," ""2019/8/31 15:0:32""",599.13,600.94,596.56,608.81,31.81,31.75,13.28,23.8
952021000,1567263633," ""2019/8/31 15:0:33""",599,600.75,596.5,608.69,31.81,31.75,13.11,23.8
952021999,1567263634," ""2019/8/31 15:0:34""",598.88,600.63,596.44,608.56,31.81,31.75,13.13,23.8
952023000,1567263635," ""2019/8/31 15:0:35""",598.75,600.44,596.31,608.5,31.81,31.75,13.1,23.8
952023999,1567263636," ""2019/8/31 15:0:36""",598.63,600.31,596.25,608.38,31.81,31.75,13.1,23.8
952024999,1567263637," ""2019/8/31 15:0:37""",598.5,600.19,596.19,608.31,31.81,31.75,13.07,23.8
952026000,1567263638," ""2019/8/31 15:0:38""",598.38,600.06,596.13,608.25,31.81,31.75,13.08,23.8
952026999,1567263639," ""2019/8/31 15:0:39""",598.25,599.94,596.06,608.13,31.81,31.75,13.25,23.8
952028000,1567263640," ""2019/8/31 15:0:40""",598.13,599.81,596,608.06,31.81,31.75,13.16,23.8
952028999,1567263641," ""2019/8/31 15:0:41""",598.06,599.69,596,608,31.81,31.75,13.16,23.8
955589999,1567267201," ""2019/8/31 16:0:1""",620.88,622.56,620.38,627.13,31.81,31.75,13.28,23.8
955591000,1567267202," ""2019/8/31 16:0:2""",616.44,618.31,614.13,623.25,30.75,30.69,13.34,23.8
955591999,1567267203," ""2019/8/31 16:0:3""",613.81,615.88,610.5,620.88,30.75,30.69,13.27,23.8
955592999,1567267204," ""2019/8/31 16:0:4""",611.81,614,608,619.19,30.75,30.69,13.34,23.8
955594000,1567267205," ""2019/8/31 16:0:5""",610.19,612.5,606.13,617.81,30.75,30.75,13.3,23.8
955594999,1567267206," ""2019/8/31 16:0:6""",608.94,611.31,604.63,616.75,30.81,30.75,13.19,23.8
955596000,1567267207," ""2019/8/31 16:0:7""",607.88,610.19,603.5,615.81,30.75,30.75,13.3,23.8
955596999,1567267208," ""2019/8/31 16:0:8""",606.94,609.25,602.56,615.06,30.75,30.75,13.13,23.8
955598000,1567267209," ""2019/8/31 16:0:9""",606.13,608.44,601.75,614.38,30.81,30.75,13.16,23.8
955598999,1567267210," ""2019/8/31 16:0:10""",605.38,607.75,601.13,613.75,30.81,30.75,13.3,23.8
955600000,1567267211," ""2019/8/31 16:0:11""",604.75,607.06,600.5,613.19,30.81,30.75,13.25,23.8
955601000,1567267212," ""2019/8/31 16:0:12""",604.13,606.44,600,612.69,30.81,30.75,13.33,23.8
955601999,1567267213," ""2019/8/31 16:0:13""",603.63,605.94,599.63,612.31,30.81,30.75,13.11,23.8
955603000,1567267214," ""2019/8/31 16:0:14""",603.19,605.38,599.25,611.94,30.81,30.75,13.31,23.8
955603998,1567267215," ""2019/8/31 16:0:15""",602.75,604.94,598.88,611.63,30.81,30.75,13.17,23.8
955605000,1567267216," ""2019/8/31 16:0:16""",602.31,604.56,598.56,611.25,30.81,30.75,13.16,23.8
955605999,1567267217," ""2019/8/31 16:0:17""",601.94,604.13,598.31,610.94,30.81,30.75,13.13,23.8
955607000,1567267218," ""2019/8/31 16:0:18""",601.63,603.75,598.06,610.69,30.81,30.75,13.16,23.8
955607999,1567267219," ""2019/8/31 16:0:19""",601.31,603.38,597.81,610.44,30.81,30.75,13.25,23.8
955608998,1567267220," ""2019/8/31 16:0:20""",601.06,603.13,597.63,610.19,30.81,30.75,13.1,23.8
955610000,1567267221," ""2019/8/31 16:0:21""",600.75,602.81,597.44,610,30.81,30.75,13.27,23.8
955610999,1567267222," ""2019/8/31 16:0:22""",600.5,602.5,597.31,609.81,30.81,30.75,13.11,23.8
955612000,1567267223," ""2019/8/31 16:0:23""",600.25,602.25,597.13,609.63,30.81,30.75,13.28,23.8
955612999,1567267224," ""2019/8/31 16:0:24""",600.06,602,596.94,609.44,30.81,30.75,13.16,23.8
955614000,1567267225," ""2019/8/31 16:0:25""",599.81,601.75,596.81,609.25,30.81,30.75,13.19,23.8
955614999,1567267226," ""2019/8/31 16:0:26""",599.69,601.56,596.69,609.13,30.81,30.75,13.13,23.8
955616000,1567267227," ""2019/8/31 16:0:27""",599.44,601.31,596.56,609,30.81,30.75,13.31,23.8
955617000,1567267228," ""2019/8/31 16:0:28""",599.25,601.06,596.44,608.88,30.81,30.75,13.11,23.8
955617999,1567267229," ""2019/8/31 16:0:29""",599.13,600.94,596.31,608.69,30.81,30.75,13.17,23.8
955618999,1567267230," ""2019/8/31 16:0:30""",598.94,600.69,596.25,608.56,30.81,30.75,13.13,23.8
955619999,1567267231," ""2019/8/31 16:0:31""",598.75,600.5,596.13,608.5,30.81,30.75,13.08,23.8
955621000,1567267232," ""2019/8/31 16:0:32""",598.63,600.38,596.06,608.38,30.87,30.75,13.25,23.8
955621999,1567267233," ""2019/8/31 16:0:33""",598.5,600.19,596,608.25,30.81,30.81,13.27,23.8
955623000,1567267234," ""2019/8/31 16:0:34""",598.31,600,595.88,608.19,30.87,30.75,13.31,23.8
955623998,1567267235," ""2019/8/31 16:0:35""",598.25,599.88,595.81,608.06,30.81,30.75,13.13,23.8
955624999,1567267236," ""2019/8/31 16:0:36""",598.06,599.75,595.75,607.94,30.81,30.81,13.16,23.8
955626000,1567267237," ""2019/8/31 16:0:37""",597.94,599.63,595.69,607.88,30.87,30.81,13.2,23.8
955626999,1567267238," ""2019/8/31 16:0:38""",597.88,599.44,595.63,607.81,30.87,30.81,13.19,23.8
955628000,1567267239," ""2019/8/31 16:0:39""",597.75,599.31,595.56,607.69,30.87,30.81,13.13,23.8
955628999,1567267240," ""2019/8/31 16:0:40""",597.63,599.19,595.44,607.63,30.87,30.81,13.1,23.8
955630000,1567267241," ""2019/8/31 16:0:41""",597.56,599.13,595.44,607.56,30.87,30.81,13.16,23.8
959191000,1567270801," ""2019/8/31 17:0:1""",620.44,622,620,626.75,30.87,30.81,13.2,23.8
959191999,1567270802," ""2019/8/31 17:0:2""",616,617.75,613.75,622.88,29.12,29.12,13.23,23.8
959192999,1567270803," ""2019/8/31 17:0:3""",613.31,615.25,610.06,620.56,29.12,29.12,13.2,23.8
959193998,1567270804," ""2019/8/31 17:0:4""",611.31,613.44,607.56,618.75,29.19,29.12,13.31,23.8
959194999,1567270805," ""2019/8/31 17:0:5""",609.69,611.94,605.63,617.38,29.19,29.12,13.33,23.8
959196000,1567270806," ""2019/8/31 17:0:6""",608.44,610.69,604.19,616.31,29.19,29.12,13.13,23.8
959196999,1567270807," ""2019/8/31 17:0:7""",607.31,609.56,603,615.38,29.19,29.12,13.36,23.8
959198000,1567270808," ""2019/8/31 17:0:8""",606.38,608.63,602.06,614.56,29.19,29.12,13.2,23.8
959198999,1567270809," ""2019/8/31 17:0:9""",605.56,607.81,601.25,613.88,29.19,29.12,13.13,23.8
959200000,1567270810," ""2019/8/31 17:0:10""",604.81,607.06,600.56,613.25,29.19,29.12,13.16,23.8
959201000,1567270811," ""2019/8/31 17:0:11""",604.19,606.38,600,612.75,29.19,29.12,13.2,23.8
959201999,1567270812," ""2019/8/31 17:0:12""",603.63,605.81,599.5,612.25,29.19,29.12,13.36,23.8
959203000,1567270813," ""2019/8/31 17:0:13""",603.06,605.25,599.06,611.88,29.19,29.12,13.16,23.8
959203999,1567270814," ""2019/8/31 17:0:14""",602.63,604.75,598.69,611.44,29.19,29.19,13.14,23.8
959205000,1567270815," ""2019/8/31 17:0:15""",602.13,604.31,598.38,611.06,29.19,29.19,13.14,23.8
959205999,1567270816," ""2019/8/31 17:0:16""",601.75,603.88,598,610.75,29.19,29.12,13.25,23.8
959207000,1567270817," ""2019/8/31 17:0:17""",601.38,603.5,597.75,610.44,29.19,29.19,13.17,23.8
959207999,1567270818," ""2019/8/31 17:0:18""",601.06,603.13,597.5,610.19,29.19,29.19,13.28,23.8
959208999,1567270819," ""2019/8/31 17:0:19""",600.75,602.75,597.25,610,29.19,29.19,13.13,23.8
959210000,1567270820," ""2019/8/31 17:0:20""",600.44,602.44,597.06,609.75,29.19,29.19,13.17,23.8
959210999,1567270821," ""2019/8/31 17:0:21""",600.19,602.13,596.88,609.56,29.19,29.19,13.19,23.8
959212000,1567270822," ""2019/8/31 17:0:22""",599.94,601.81,596.69,609.31,29.19,29.19,13.22,23.8
959212999,1567270823," ""2019/8/31 17:0:23""",599.63,601.56,596.5,609.13,29.19,29.19,13.1,23.8
959214000,1567270824," ""2019/8/31 17:0:24""",599.44,601.31,596.38,608.94,29.19,29.19,13.27,23.8
959214999,1567270825," ""2019/8/31 17:0:25""",599.25,601.06,596.19,608.75,29.19,29.19,13.1,23.8
959216000,1567270826," ""2019/8/31 17:0:26""",599,600.81,596.06,608.63,29.19,29.19,13.33,23.8
959217000,1567270827," ""2019/8/31 17:0:27""",598.81,600.63,595.94,608.5,29.19,29.19,13.11,23.8
959217999,1567270828," ""2019/8/31 17:0:28""",598.63,600.44,595.81,608.31,29.25,29.19,13.27,23.8
959218999,1567270829," ""2019/8/31 17:0:29""",598.5,600.19,595.75,608.19,29.25,29.19,13.1,23.8
959219999,1567270830," ""2019/8/31 17:0:30""",598.38,600,595.63,608.13,29.25,29.19,13.3,23.8
959221000,1567270831," ""2019/8/31 17:0:31""",598.19,599.81,595.56,607.94,29.25,29.19,13.22,23.8
959221999,1567270832," ""2019/8/31 17:0:32""",598,599.63,595.44,607.88,29.25,29.19,13.22,23.8
959223000,1567270833," ""2019/8/31 17:0:33""",597.88,599.5,595.38,607.75,29.25,29.19,13.13,23.8
959223999,1567270834," ""2019/8/31 17:0:34""",597.75,599.31,595.31,607.63,29.25,29.19,13.11,23.8
959224999,1567270835," ""2019/8/31 17:0:35""",597.63,599.19,595.19,607.56,29.25,29.19,13.2,23.8
959226000,1567270836," ""2019/8/31 17:0:36""",597.5,599,595.13,607.44,29.25,29.19,13.27,23.8
959226999,1567270837," ""2019/8/31 17:0:37""",597.38,598.88,595,607.38,29.25,29.19,13.1,23.8
959228000,1567270838," ""2019/8/31 17:0:38""",597.25,598.75,594.94,607.25,29.25,29.19,13.11,23.8
959228999,1567270839," ""2019/8/31 17:0:39""",597.13,598.63,594.88,607.19,29.25,29.19,13.13,23.8
959230000,1567270840," ""2019/8/31 17:0:40""",597.06,598.5,594.88,607.13,29.25,29.19,13.28,23.8
959230999,1567270841," ""2019/8/31 17:0:41""",596.94,598.38,594.81,607.06,29.25,29.19,13.3,23.8
962791999,1567274401," ""2019/8/31 18:0:1""",619.88,621.38,619.56,626.31,29.25,29.19,13.46,23.8
962792999,1567274402," ""2019/8/31 18:0:2""",615.38,617.06,613.25,622.44,27.37,27.31,13.27,23.8
962794000,1567274403," ""2019/8/31 18:0:3""",612.69,614.56,609.56,620.06,27.44,27.31,13.45,23.8
962794999,1567274404," ""2019/8/31 18:0:4""",610.69,612.69,607,618.25,27.44,27.31,13.36,23.8
962796000,1567274405," ""2019/8/31 18:0:5""",609.06,611.25,605.13,616.88,27.44,27.31,13.4,23.8
962796999,1567274406," ""2019/8/31 18:0:6""",607.75,609.94,603.63,615.81,27.44,27.37,13.3,23.8
962798000,1567274407," ""2019/8/31 18:0:7""",606.69,608.88,602.44,614.88,27.44,27.37,13.3,23.8
962798999,1567274408," ""2019/8/31 18:0:8""",605.69,607.94,601.5,614.06,27.44,27.37,13.4,23.8
962800000,1567274409," ""2019/8/31 18:0:9""",604.88,607.06,600.69,613.38,27.44,27.37,13.3,23.8
962801000,1567274410," ""2019/8/31 18:0:10""",604.19,606.31,600,612.75,27.44,27.37,13.4,23.8
962801999,1567274411," ""2019/8/31 18:0:11""",603.5,605.69,599.44,612.19,27.44,27.37,13.25,23.8
962803000,1567274412," ""2019/8/31 18:0:12""",602.88,605.06,598.88,611.69,27.44,27.37,13.25,23.8
962803999,1567274413," ""2019/8/31 18:0:13""",602.38,604.5,598.5,611.31,27.44,27.37,13.4,23.8
962805000,1567274414," ""2019/8/31 18:0:14""",601.88,604,598.06,610.94,27.44,27.37,13.31,23.8
962805999,1567274415," ""2019/8/31 18:0:15""",601.44,603.56,597.75,610.56,27.44,27.37,13.28,23.8
962807000,1567274416," ""2019/8/31 18:0:16""",601,603.13,597.44,610.25,27.44,27.37,13.3,23.8
962807999,1567274417," ""2019/8/31 18:0:17""",600.63,602.69,597.13,609.94,27.44,27.37,13.43,23.8
962808999,1567274418," ""2019/8/31 18:0:18""",600.31,602.31,596.88,609.69,27.44,27.37,13.28,23.8
962810000,1567274419," ""2019/8/31 18:0:19""",600,602,596.69,609.44,27.44,27.37,13.27,23.8
962810999,1567274420," ""2019/8/31 18:0:20""",599.69,601.63,596.44,609.19,27.5,27.37,13.42,23.8
962812000,1567274421," ""2019/8/31 18:0:21""",599.44,601.31,596.25,609,27.5,27.37,13.2,23.8
962812999,1567274422," ""2019/8/31 18:0:22""",599.13,601.06,596.06,608.75,27.5,27.37,13.3,23.8
962814000,1567274423," ""2019/8/31 18:0:23""",598.94,600.75,595.88,608.56,27.5,27.37,13.37,23.8
962814999,1567274424," ""2019/8/31 18:0:24""",598.69,600.5,595.75,608.38,27.5,27.37,13.23,23.8
962816000,1567274425," ""2019/8/31 18:0:25""",598.5,600.25,595.56,608.19,27.5,27.37,13.2,23.8
962817000,1567274426," ""2019/8/31 18:0:26""",598.25,600,595.44,608.06,27.5,27.37,13.27,23.8
962817999,1567274427," ""2019/8/31 18:0:27""",598.13,599.81,595.38,607.94,27.5,27.37,13.39,23.8
962819000,1567274428," ""2019/8/31 18:0:28""",597.88,599.63,595.19,607.81,27.5,27.37,13.37,23.8
962819999,1567274429," ""2019/8/31 18:0:29""",597.75,599.38,595.13,607.63,27.5,27.37,13.37,23.8
962821000,1567274430," ""2019/8/31 18:0:30""",597.63,599.19,595,607.56,27.5,27.37,13.22,23.8
962821999,1567274431," ""2019/8/31 18:0:31""",597.44,599,594.88,607.44,27.5,27.37,13.19,23.8
962823000,1567274432," ""2019/8/31 18:0:32""",597.25,598.81,594.81,607.31,27.5,27.37,13.25,23.8
